40.78,-73.95,61935
40.74,-73.98,61935
40.76,-73.96,61934
40.74,-73.99,61933
40.8,-73.95,61924
40.73,-74.01,61920
40.77,-73.92,61917
40.76,-73.93,61913
40.78,-73.99,61912
40.82,-73.96,61912
40.8,-73.93,61880
40.69,-73.97,61818
40.67,-73.99,61704
40.85,-73.93,61135
40.72,-73.94,60804
40.77,-73.89,60365
40.77,-73.9,60041
40.7,-74.02,58751
40.66,-73.98,58190
40.74,-73.89,58114
40.72,-73.85,57656
40.7,-73.96,55019
40.67,-73.95,54963
40.67,-73.8,53172
40.66,-73.8,45278
